Subphylum;Order;Suborder;Family;Subfamily;Genus;Species;Morphospecies;Species_old_name;Diet;Site;Sampling;Day;Tree;Square;Treatment;Abundance;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider CJ;pred;DO;A;13.07.2017;H18;i;w;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider CJ;pred;DO;A;13.07.2017;H18;ii;w;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider CJ;pred;DO;A;13.07.2017;H18;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider DE;pred;CP;A;29.06.2017;H2;iv;wr;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider CJ;pred;DO;A;10.07.2017;H6;ii;wr;2;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider CJ;pred;DO;A;13.07.2017;H9;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider CJ;pred;CP;A;07.07.2017;I1;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider DE;pred;CP;A;07.07.2017;I1;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider CJ;pred;DO;A;13.07.2017;I1;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider DE;pred;CP;A;07.07.2017;I2;ii;wo;3;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider DE;pred;CP;A;07.07.2017;I2;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider DE;pred;CP;A;07.07.2017;I4;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider CJ;pred;DO;A;13.07.2017;I4;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider DE;pred;CP;A;07.07.2017;J1;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider CJ;pred;CP;A;07.07.2017;J2;iv;wr;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider DE;pred;CP;A;07.07.2017;J2;i;wr;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider CJ;pred;CP;A;07.07.2017;J4;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider DE;pred;CP;A;07.07.2017;J4;i;w;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider DE;pred;CP;A;07.07.2017;J4;iii;w;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider DE;pred;CP;A;29.06.2017;J5;iii;wr;3;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider CJ;pred;CP;A;04.07.2017;J8;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider CJ;pred;CP;A;04.07.2017;J8;iii;wr;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider DE;pred;CP;A;04.07.2017;J8;iii;wr;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider DE;pred;CP;A;04.07.2017;J8;iv;wr;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider CJ;pred;CP;A;07.07.2017;K1;ii;wo;2;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider CJ;pred;CP;A;07.07.2017;K1;iii;wo;2;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider CJ;pred;CP;A;04.07.2017;K5;ii;w;4;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider DE;pred;CP;A;11.07.2017;L2;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider CJ;pred;ER;A;02.07.2017;N1;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider DE;pred;ER;A;05.07.2017;O9;i;wr;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider DE;pred;ER;A;12.07.2017;V8;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CJ;Spider CJ;pred;CP;A;04.07.2017;H1;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_CK;Spider CK;pred;DO;A;26.06.2017;B16;i;wo;2;
Chelicerata;Araneae;;;;;;Spider_CK;Spider CK;pred;ER;A;02.07.2017;G5;iii;wr;1;
Chelicerata;Araneae;;;;;;Spider_CM;Spider CM;pred;CP;A;24.06.2017;A4;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CM;Spider CM;pred;CP;A;24.06.2017;A7;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CM;Spider CM;pred;DO;A;06.07.2017;D11;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CM;Spider CM;pred;ER;A;02.07.2017;G7;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_CM;Spider CM;pred;DO;A;13.07.2017;I21;iii;wr;1;
Chelicerata;Araneae;;;;;;Spider_CN;Spider CN;pred;CP;A;24.06.2017;A4;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CN;Spider CN;pred;DO;A;06.07.2017;D11;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CN;Spider CN;pred;CP;A;04.07.2017;F1;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CO;Spider CO;pred;CP;A;24.06.2017;C6;iv;wo;2;
Chelicerata;Araneae;;;;;;Spider_CO;Spider CO;pred;CP;A;29.06.2017;H2;iii;wr;1;
Chelicerata;Araneae;;;;;;Spider_CO;Spider CO;pred;ER;A;08.07.2017;I4;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CO;Spider CO;pred;ER;A;08.07.2017;J13;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CQ;Spider CQ;pred;ER;A;25.06.2017;B3;iv;wr;1;
Chelicerata;Araneae;;;;;;Spider_CQ;Spider CQ;pred;ER;A;25.06.2017;C3;ii;w;1;
Chelicerata;Araneae;;;;;;Spider_CQ;Spider CQ;pred;CP;A;29.06.2017;E1;i;wo;1;
Chelicerata;Araneae;;;;;;Spider_CQ;Spider CQ;pred;ER;A;25.06.2017;E1;ii;wo;2;
Chelicerata;Araneae;;;;;;Spider_CQ;Spider CQ;pred;DO;A;01.07.2017;F23;iii;w;1;
Chelicerata;Araneae;;;;;;Spider_CR;Spider CR;pred;DO;A;26.06.2017;A3;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CR;Spider CR;pred;ER;A;12.07.2017;AI1;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_CR;Spider CR;pred;DO;A;26.06.2017;B18;i;w;1;
Chelicerata;Araneae;;;;;;Spider_CR;Spider CR;pred;ER;A;25.06.2017;C2;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CR;Spider CR;pred;CP;A;29.06.2017;D2;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CR;Spider CR;pred;CP;A;11.07.2017;G5;iii;wr;1;
Chelicerata;Araneae;;;;;;Spider_CR;Spider CR;pred;CP;A;07.07.2017;G7;ii;w;1;
Chelicerata;Araneae;;;;;;Spider_CR;Spider CR;pred;CP;A;07.07.2017;G7;iv;w;3;
Chelicerata;Araneae;;;;;;Spider_CR;Spider CR;pred;CP;A;07.07.2017;I1;iii;wo;3;
Chelicerata;Araneae;;;;;;Spider_CR;Spider CR;pred;ER;A;05.07.2017;M12;ii;w;1;
Chelicerata;Araneae;;;;;;Spider_CR;Spider CR;pred;ER;A;12.07.2017;T8;ii;w;1;
Chelicerata;Araneae;;;;;;Spider_CR;Spider CR;pred;ER;A;12.07.2017;X7;i;w;2;
Chelicerata;Araneae;;;;;;Spider_CS;Spider CS;pred;DO;A;01.07.2017;B9;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CS;Spider CS;pred;ER;A;25.06.2017;C2;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CS;Spider CS;pred;CP;A;29.06.2017;D2;i;wo;1;
Chelicerata;Araneae;;;;;;Spider_CS;Spider CS;pred;CP;A;29.06.2017;D2;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CS;Spider CS;pred;CP;A;29.06.2017;E1;i;wo;1;
Chelicerata;Araneae;;;;;;Spider_CS;Spider CS;pred;ER;A;25.06.2017;E8;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_CS;Spider CS;pred;CP;A;04.07.2017;G1;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_CS;Spider CS;pred;ER;A;02.07.2017;G18;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CS;Spider CS;pred;ER;A;08.07.2017;J19;i;wo;1;
Chelicerata;Araneae;;;;;;Spider_CS;Spider CS;pred;CP;A;04.07.2017;J6;iv;wr;1;
Chelicerata;Araneae;;;;;;Spider_CS;Spider CS;pred;ER;A;05.07.2017;M12;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_CT;Spider CT;pred;ER;A;25.06.2017;F14;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_CT;Spider CT;pred;ER;A;02.07.2017;N1;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_CT;Spider CT;pred;ER;A;05.07.2017;P5;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CU;Spider CU;pred;CP;A;11.07.2017;A8;i;wo;2;
Chelicerata;Araneae;;;;;;Spider_CU;Spider CU;pred;CP;A;29.06.2017;D1;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_CU;Spider CU;pred;ER;A;25.06.2017;E8;iii;wr;1;
Chelicerata;Araneae;;;;;;Spider_CU;Spider CU;pred;ER;A;02.07.2017;G18;iv;wo;2;
Chelicerata;Araneae;;;;;;Spider_CU;Spider CU;pred;CP;A;07.07.2017;I1;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CU;Spider CU;pred;ER;A;08.07.2017;J13;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CU;Spider CU;pred;ER;A;05.07.2017;L8;iv;wr;1;
Chelicerata;Araneae;;;;;;Spider_CV;Spider CV;pred;ER;A;25.06.2017;E1;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CV;Spider CV;pred;ER;A;05.07.2017;M12;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_CV;Spider CV;pred;ER;A;05.07.2017;N10;iii;w;2;
Chelicerata;Araneae;;;;;;Spider_CV;Spider CV;pred;ER;A;12.07.2017;S18;iv;wr;1;
Chelicerata;Araneae;;;;;;Spider_CW;Spider CW;pred;ER;A;25.06.2017;F1;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CX;Spider CX;pred;CP;A;07.07.2017;I4;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CY;Spider CY;pred;DO;A;26.06.2017;B18;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_CY;Spider CY;pred;DO;A;06.07.2017;D11;i;wo;1;
Chelicerata;Araneae;;;;;;Spider_CZ;Spider CZ;pred;DO;A;26.06.2017;B20;ii;w;1;
Chelicerata;Araneae;;;;;;Spider_CZ;Spider CZ;pred;DO;A;06.07.2017;D11;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_CZ;Spider CZ;pred;DO;A;01.07.2017;D17;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_D;Spider D;pred;CP;B;05.05.2017;C8;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_D;Spider D;pred;CP;B;01.05.2017;E2;ii;wr;2;
Chelicerata;Araneae;;;;;;Spider_D;Spider D;pred;CP;B;05.05.2017;H2;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_D;Spider D;pred;CP;B;05.05.2017;H2;iv;wr;1;
Chelicerata;Araneae;;;;;;Spider_D;Spider D;pred;ER;B;10.05.2017;M12;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_DA;Spider DA;pred;CP;A;11.07.2017;A10;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DA;Spider DA;pred;CP;A;11.07.2017;A8;iii;wo;2;
Chelicerata;Araneae;;;;;;Spider_DA;Spider DA;pred;CP;A;11.07.2017;A8;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_DA;Spider DA;pred;DO;A;26.06.2017;B16;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DA;Spider DA;pred;CP;A;11.07.2017;G5;iii;wr;1;
Chelicerata;Araneae;;;;;;Spider_DA;Spider DA;pred;DO;A;13.07.2017;H15;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_DA;Spider DA;pred;DO;A;13.07.2017;I1;iii;w;1;
Chelicerata;Araneae;;;;;;Spider_DB;Spider DB;pred;DO;A;26.06.2017;A18;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_DB;Spider DB;pred;DO;A;01.07.2017;C8;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DB;Spider DB;pred;DO;A;01.07.2017;D7;iv;wr;1;
Chelicerata;Araneae;;;;;;Spider_DB;Spider DB;pred;CP;A;04.07.2017;F1;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DB;Spider DB;pred;DO;A;01.07.2017;F23;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_DB;Spider DB;pred;CP;A;07.07.2017;J1;i;wr;1;
Chelicerata;Araneae;;;;;;Spider_DC;Spider DC;pred;DO;A;26.06.2017;B18;ii;w;1;
Chelicerata;Araneae;;;;;;Spider_DD;Spider DD;pred;ER;A;12.07.2017;AH3;i;wo;1;
Chelicerata;Araneae;;;;;;Spider_DD;Spider DD;pred;CP;A;11.07.2017;B7;i;wo;1;
Chelicerata;Araneae;;;;;;Spider_DD;Spider DD;pred;CP;A;11.07.2017;B7;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_DD;Spider DD;pred;DO;A;01.07.2017;D18;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DD;Spider DD;pred;CP;A;29.06.2017;D2;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DD;Spider DD;pred;CP;A;07.07.2017;G7;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_DD;Spider DD;pred;CP;A;29.06.2017;H2;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_DD;Spider DD;pred;DO;A;10.07.2017;H5;i;w;1;
Chelicerata;Araneae;;;;;;Spider_DD;Spider DD;pred;CP;A;07.07.2017;I1;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DD;Spider DD;pred;CP;A;07.07.2017;J1;iv;wr;11;
Chelicerata;Araneae;;;;;;Spider_DD;Spider DD;pred;CP;A;07.07.2017;K1;i;wo;1;
Chelicerata;Araneae;;;;;;Spider_DD;Spider DD;pred;CP;A;07.07.2017;K1;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_DD;Spider DD;pred;CP;A;04.07.2017;K5;iii;w;2;
Chelicerata;Araneae;;;;;;Spider_DG;Spider DG;pred;ER;A;02.07.2017;G6;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DG;Spider DG;pred;ER;A;02.07.2017;G7;i;w;1;
Chelicerata;Araneae;;;;;;Spider_DG;Spider DG;pred;CP;A;29.06.2017;H2;iv;wr;1;
Chelicerata;Araneae;;;;;;Spider_DG;Spider DG;pred;ER;A;08.07.2017;L22;iii;w;1;
Chelicerata;Araneae;;;;;;Spider_DH;Spider DH;pred;CP;A;29.06.2017;E1;i;wo;1;
Chelicerata;Araneae;;;;;;Spider_DH;Spider DH;pred;CP;A;04.07.2017;F6;i;wo;3;
Chelicerata;Araneae;;;;;;Spider_DH;Spider DH;pred;CP;A;04.07.2017;J8;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_DI;Spider DI;pred;CP;A;29.06.2017;I7;ii;w;1;
Chelicerata;Araneae;;;;;;Spider_DI;Spider DI;pred;ER;A;12.07.2017;X7;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_DJ;Spider DJ;pred;CP;A;04.07.2017;K5;ii;w;1;
Chelicerata;Araneae;;;;;;Spider_DL;Spider DL;pred;ER;A;12.07.2017;AH4;i;wo;2;
Chelicerata;Araneae;;;;;;Spider_DL;Spider DL;pred;DO;A;06.07.2017;D11;iv;wo;2;
Chelicerata;Araneae;;;;;;Spider_DL;Spider DL;pred;DO;A;01.07.2017;D17;ii;wo;2;
Chelicerata;Araneae;;;;;;Spider_DL;Spider DL;pred;DO;A;01.07.2017;D17;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DL;Spider DL;pred;DO;A;01.07.2017;D17;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_DL;Spider DL;pred;ER;A;02.07.2017;E7;i;w;1;
Chelicerata;Araneae;;;;;;Spider_DL;Spider DL;pred;CP;A;04.07.2017;H1;iii;wo;3;
Chelicerata;Araneae;;;;;;Spider_DL;Spider DL;pred;CP;A;04.07.2017;I9;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_DL;Spider DL;pred;CP;A;04.07.2017;J8;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_DL;Spider DL;pred;ER;A;08.07.2017;L22;i;w;1;
Chelicerata;Araneae;;;;;;Spider_DM;Spider DM;pred;DO;A;01.07.2017;D17;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_DM;Spider DM;pred;DO;A;13.07.2017;H15;i;wo;1;
Chelicerata;Araneae;;;;;;Spider_DN;Spider DN;pred;DO;A;01.07.2017;D17;i;wo;1;
Chelicerata;Araneae;;;;;;Spider_DN;Spider DN;pred;DO;A;01.07.2017;E11;iii;wr;1;
Chelicerata;Araneae;;;;;;Spider_DN;Spider DN;pred;DO;A;01.07.2017;F23;iii;w;2;
Chelicerata;Araneae;;;;;;Spider_DN;Spider DN;pred;DO;A;10.07.2017;H5;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_DN;Spider DN;pred;DO;A;10.07.2017;H6;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_DO;Spider DO;pred;DO;A;01.07.2017;C8;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DO;Spider DO;pred;DO;A;01.07.2017;D7;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_DP;Spider DP;pred;DO;A;01.07.2017;C16;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_DP;Spider DP;pred;DO;A;01.07.2017;C16;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DP;Spider DP;pred;DO;A;10.07.2017;F16;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_DQ;Spider DQ;pred;DO;A;01.07.2017;E11;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_DR;Spider DR;pred;DO;A;01.07.2017;C16;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DR;Spider DR;pred;DO;A;06.07.2017;G11;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_DR;Spider DR;pred;ER;A;02.07.2017;G18;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DS;Spider DS;pred;DO;A;01.07.2017;B9;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DS;Spider DS;pred;DO;A;10.07.2017;F16;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DS;Spider DS;pred;ER;A;02.07.2017;H6;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_DS;Spider DS;pred;ER;A;02.07.2017;N1;iv;wr;1;
Chelicerata;Araneae;;;;;;Spider_DT;Spider DT;pred;ER;A;02.07.2017;G18;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DU;Spider DU;pred;ER;A;02.07.2017;E7;i;w;1;
Chelicerata;Araneae;;;;;;Spider_DU;Spider DU;pred;CP;A;04.07.2017;F6;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_DU;Spider DU;pred;CP;A;04.07.2017;H1;i;wo;1;
Chelicerata;Araneae;;;;;;Spider_DU;Spider DU;pred;CP;A;07.07.2017;J4;i;w;1;
Chelicerata;Araneae;;;;;;Spider_DV;Spider DV;pred;ER;A;02.07.2017;I3;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DV;Spider DV;pred;CP;A;04.07.2017;J8;iii;wr;1;
Chelicerata;Araneae;;;;;;Spider_DV;Spider DV;pred;ER;A;12.07.2017;S18;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_DW;Spider DW;pred;CP;A;11.07.2017;B7;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DW;Spider DW;pred;CP;A;04.07.2017;F6;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DW;Spider DW;pred;CP;A;04.07.2017;F6;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_DW;Spider DW;pred;DO;A;06.07.2017;G2;iii;wr;1;
Chelicerata;Araneae;;;;;;Spider_DW;Spider DW;pred;CP;A;04.07.2017;H1;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_DW;Spider DW;pred;DO;A;13.07.2017;H15;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DW;Spider DW;pred;DO;A;13.07.2017;I1;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_DW;Spider DW;pred;CP;A;11.07.2017;I3;iii;w;1;
Chelicerata;Araneae;;;;;;Spider_DW;Spider DW;pred;ER;A;05.07.2017;L8;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_DW;Spider DW;pred;ER;A;05.07.2017;M12;i;w;1;
Chelicerata;Araneae;;;;;;Spider_DW;Spider DW;pred;ER;A;05.07.2017;O9;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_DX;Spider DX;pred;CP;A;04.07.2017;F6;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_DX;Spider DX;pred;ER;A;05.07.2017;U1;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DY;Spider DY;pred;CP;A;04.07.2017;K5;ii;w;1;
Chelicerata;Araneae;;;;;;Spider_DY;Spider DY;pred;CP;A;04.07.2017;K5;iii;w;1;
Chelicerata;Araneae;;;;;;Spider_DZ;Spider DZ;pred;CP;A;04.07.2017;H1;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_DZ;Spider DZ;pred;CP;A;04.07.2017;I9;iii;w;1;
Chelicerata;Araneae;;;;;;Spider_E;Spider E;pred;CP;A;24.06.2017;E2;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_E;Spider E;pred;DO;A;06.07.2017;G2;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_E;Spider E;pred;DO;B;20.05.2017;I1;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_E;Spider E;pred;CP;B;05.05.2017;J5;i;wr;1;
Chelicerata;Araneae;;;;;;Spider_E;Spider E;pred;ER;B;10.05.2017;N10;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_E;Spider E;pred;ER;B;10.05.2017;O9;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_EA;Spider EA;pred;CP;A;04.07.2017;F1;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_EA;Spider EA;pred;CP;A;04.07.2017;H1;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_EB;Spider EB;pred;CP;A;04.07.2017;F1;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_EB;Spider EB;pred;DO;A;13.07.2017;H15;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_EB;Spider EB;pred;CP;A;07.07.2017;J4;i;w;1;
Chelicerata;Araneae;;;;;;Spider_EC;Spider EC;pred;DO;A;13.07.2017;H18;i;w;1;
Chelicerata;Araneae;;;;;;Spider_EC;Spider EC;pred;ER;A;08.07.2017;J13;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_EC;Spider EC;pred;CP;A;07.07.2017;J4;iii;w;2;
Chelicerata;Araneae;;;;;;Spider_EC;Spider EC;pred;ER;A;05.07.2017;M12;i;w;1;
Chelicerata;Araneae;;;;;;Spider_EC;Spider EC;pred;ER;A;05.07.2017;O9;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_ED;Spider ED;pred;CP;A;24.06.2017;A4;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_ED;Spider ED;pred;CP;A;11.07.2017;A8;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_ED;Spider ED;pred;ER;A;08.07.2017;J19;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_ED;Spider ED;pred;ER;A;05.07.2017;M1;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_ED;Spider ED;pred;ER;A;05.07.2017;M12;ii;w;1;
Chelicerata;Araneae;;;;;;Spider_ED;Spider ED;pred;ER;A;05.07.2017;O9;i;wr;1;
Chelicerata;Araneae;;;;;;Spider_ED;Spider ED;pred;ER;A;05.07.2017;O9;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_EE;Spider EE;pred;ER;A;08.07.2017;I4;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_EE;Spider EE;pred;ER;A;05.07.2017;M1;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_EF;Spider EF;pred;ER;A;05.07.2017;L8;iv;wr;1;
Chelicerata;Araneae;;;;;;Spider_EG;Spider EG;pred;ER;A;05.07.2017;U1;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_EH;Spider EH;pred;CP;A;07.07.2017;I1;i;wo;1;
Chelicerata;Araneae;;;;;;Spider_EH;Spider EH;pred;DO;A;13.07.2017;I21;i;wr;1;
Chelicerata;Araneae;;;;;;Spider_EH;Spider EH;pred;ER;A;05.07.2017;L8;i;wr;1;
Chelicerata;Araneae;;;;;;Spider_EI;Spider EI;pred;ER;A;08.07.2017;I4;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_EI;Spider EI;pred;ER;A;05.07.2017;O9;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_EK;Spider EK;pred;ER;A;12.07.2017;AH3;iii;wo;1;
Chelicerata;Araneae;;;;;;Spider_EK;Spider EK;pred;ER;A;08.07.2017;J13;i;wo;1;
Chelicerata;Araneae;;;;;;Spider_EK;Spider EK;pred;ER;A;05.07.2017;P5;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_EL;Spider EL;pred;ER;A;05.07.2017;N10;ii;w;2;
Chelicerata;Araneae;;;;;;Spider_EM;Spider EM;pred;ER;A;05.07.2017;U1;i;wo;1;
Chelicerata;Araneae;;;;;;Spider_EN;Spider EN;pred;ER;A;12.07.2017;AH3;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_EN;Spider EN;pred;ER;A;12.07.2017;AH4;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_EN;Spider EN;pred;ER;A;12.07.2017;AI1;i;wo;1;
Chelicerata;Araneae;;;;;;Spider_EN;Spider EN;pred;ER;A;05.07.2017;O9;i;wr;1;
Chelicerata;Araneae;;;;;;Spider_EO;Spider EO;pred;DO;A;06.07.2017;D19;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_EP;Spider EP;pred;DO;A;06.07.2017;D19;i;w;1;
Chelicerata;Araneae;;;;;;Spider_EP;Spider EP;pred;DO;A;06.07.2017;E3;iv;wo;2;
Chelicerata;Araneae;;;;;;Spider_EP;Spider EP;pred;DO;A;10.07.2017;F16;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_EQ;Spider EQ;pred;DO;A;06.07.2017;E3;iv;wo;1;
Chelicerata;Araneae;;;;;;Spider_EQ;Spider EQ;pred;DO;A;10.07.2017;G13;i;wr;1;
Chelicerata;Araneae;;;;;;Spider_EQ;Spider EQ;pred;DO;A;06.07.2017;G3;iv;w;1;
Chelicerata;Araneae;;;;;;Spider_ER;Spider ER;pred;DO;A;06.07.2017;D5;ii;wo;1;
Chelicerata;Araneae;;;;;;Spider_ER;Spider ER;pred;DO;A;06.07.2017;G2;iii;wr;1;
Chelicerata;Araneae;;;;;;Spider_ER;Spider ER;pred;DO;A;13.07.2017;H18;ii;w;1;
Chelicerata;Araneae;;;;;;Spider_ES;Spider ES;pred;DO;A;06.07.2017;G2;ii;wr;1;
Chelicerata;Araneae;;;;;;Spider_ET;Spider ET;pred;DO;A;10.07.2017;F10;ii;wo;1;
